Type,Handle,Block,Layer,Linetype,Linetype Scale,Lineweight,Color,Displayed Color,Draw Order,Parent Id,Style:Overall scale,Style:Linear measurement factor,Style:Text height,Style:Dimension line gap,Style:Arrow size,Style:Dimension line increment,Style:Extension line extension,Style:Extension line offset,Style:Text position vertical,Style:Text horizontal,Style:Tick size,Style:Linear format,Style:Decimal places,Style:Decimal separator,Style:Zero suppression,Style:Angular format,Style:Angular decimal places,Style:Angular zero suppression,Style:Architectur tick,Style:Text color,Style:Arrow block,Style:Arrow block 1,Style:Arrow block 2,Center:X,Center:Y,Center:Z,Middle:X,Middle:Y,Middle:Z,Radius,Reversed,Diameter,Length,Sweep Angle,Area,Referenced Block,Position:X,Position:Y,Position:Z,Scale:X,Scale:Y,Scale:Z,Angle,Columns,Rows,Column Spacing,Row Spacing,Circumference,Major Point:X,Major Point:Y,Major Point:Z,Ratio,Start Parameter,End Parameter,Start Angle,End Angle,Start Point:X,Start Point:Y,Start Point:Z,End Point:X,End Point:Y,End Point:Z,Width,Height,Middle Point:X,Middle Point:Y,Middle Point:Z,Closed Periodic,Degree,Control Point:X,Control Point:Y,Control Point:Z,Fit Point:X,Fit Point:Y,Fit Point:Z,Knot Vector:Knot,Use Start Tangent,Start Tangent:X,Start Tangent:Y,Start Tangent:Z,Use End Tangent,End Tangent:X,End Tangent:Y,End Tangent:Z,Scale,Rotation,On,View Center:X,View Center:Y,View Target:X,View Target:Y,View Target:Z,Overall,Simple,Text Position:X,Text Position:Y,Text Position:Z,Text,,Plain Text,Font Name,Text Height,Text Width,Text Angle,X Scale,Bold,Italic,Line Spacing,Alignment:Horizontal,Alignment:Vertical,Backward,Upside Down,Invisible,Tag,Prompt,Name,Origin:X,Origin:Y,Origin:Z,Off,Frozen,Locked,Collapsed,Plottable,Snappable,Off is Freeze,Tab Order,Min Limits:X,Min Limits:Y,Min Limits:Z,Max Limits:X,Max Limits:Y,Max Limits:Z,Insertion Base:X,Insertion Base:Y,Insertion Base:Z,Min Extents:X,Min Extents:Y,Min Extents:Z,Max Extents:X,Max Extents:Y,Max Extents:Z,Plot Margins:Left,Plot Margins:Bottom,Plot Margins:Right,Plot Margins:Top,Plot Paper Size:Width,Plot Paper Size:Height,Plot Origin:X,Plot Origin:Y,Plot Window Area Min:X,Plot Window Area Min:Y,Plot Window Area Max:X,Plot Window Area Max:Y,Custom Scale:Numerator,Custom Scale:Denominator,Plot Paper Units,Plot Rotation,Plot Type,Use Standard Scale,Standard Scale,Standard Scale Type,Media Name,Description,Metric,Pattern,Hidden,Pixel Unit,Layout,Center Point,Polyline Pattern,Closed,Vertex:X,Vertex:Y,Vertex:Z,Vertex:Bulge,Vertex:Angle,Vertex:Start Width,Vertex:End Width,Global Width,Orientation,Size:Base Angle,Size:Size 1,Size:Size 2,Global Z,Solid,Alpha,Pattern:Name,Pattern:From Entity,Pattern:Angle,Pattern:Scale,Label,Tolerance:Upper Limit,Tolerance:Lower Limit,Flip First Arrow,Flip Second Arrow,Fixed Extension Line,Extension Line Length,Measured Value,Block Name,Auto Label Position,Dimension Line:X,Dimension Line:Y,Dimension Line:Z,Extension Point 1:X,Extension Point 1:Y,Extension Point 1:Z,Extension Point 2:X,Extension Point 2:Y,Extension Point 2:Z,Chord Point:X,Chord Point:Y,Chord Point:Z,Far Chord Point:X,Far Chord Point:Y,Far Chord Point:Z,Dimension Angle,Id,Attributes:MyAttribute,QCAD:PageSettings/Scale
Line,0x1180,*Model_Space,hatch,By Layer,1,By Layer,By Layer,#000000,194,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.715476066494,,,,,,,,,,2.617993877992,,,,,,,,,,,,,,84.502669529664,-60.195927710092,0,79.552922061358,-57.338189676845,0,,,82.027795795511,-58.767058693469,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,273,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,273,273,273
Line,0x1181,*Model_Space,hatch,By Layer,1,By Layer,By Layer,#000000,195,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.715476066494,,,,,,,,,,2.617993877992,,,,,,,,,,,,,,86.090169529664,-59.279384157754,0,81.140422061358,-56.421646124507,0,,,83.615295795511,-57.85051514113,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,274,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,274,274,274
Line,0x1182,*Model_Space,hatch,By Layer,1,By Layer,By Layer,#000000,196,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.715476066494,,,,,,,,,,2.617993877992,,,,,,,,,,,,,,87.677669529664,-58.362840605415,0,82.727922061358,-55.505102572168,0,,,85.202795795511,-56.933971588792,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,275,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,275,275,275
Line,0x1183,*Model_Space,hatch,By Layer,1,By Layer,By Layer,#000000,197,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.882388961817,,,,,,,,,,2.617993877992,,,,,,,,,,,,,,87.677669529664,-56.529753500738,0,84.315422061358,-54.58855901983,0,,,85.996545795511,-55.559156260284,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,276,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,276,276,276
Line,0x1184,*Model_Space,hatch,By Layer,1,By Layer,By Layer,#000000,198,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.04930185714,,,,,,,,,,2.617993877992,,,,,,,,,,,,,,87.677669529664,-54.696666396061,0,85.902922061358,-53.672015467491,0,,,86.790295795511,-54.184340931776,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,277,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,277,277,277
Line,0x1185,*Model_Space,hatch,By Layer,1,By Layer,By Layer,#000000,199,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.216214752463,,,,,,,,,,2.617993877992,,,,,,,,,,,,,,87.677669529664,-52.863579291384,0,87.490422061358,-52.755471915153,0,,,87.584045795511,-52.809525603268,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,278,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,278,278,278
Line,0x1186,*Model_Space,center,By Layer,1,By Layer,By Layer,#ff0000,200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39.191835884531,,,,,,,,,,4.712388980385,,,,,,,,,,,,,,70,-60.404082057735,0,70,-99.595917942266,0,,,70,-80,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,279,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,279,279,279
Line,0x1187,*Model_Space,0,By Layer,1,By Layer,By Layer,#000000,201,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.199717493844,,,,,,,,,,4.712388980385,,,,,,,,,,,,,,70,-66.547933015807,0,70,-67.747650509651,0,,,70,-67.147791762729,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,280,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,280,280,280
Line,0x1188,*Model_Space,center,By Layer,1,By Layer,By Layer,#ff0000,202,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.889301565406,,,,,,,,,,2.083898210321,,,,,,,,,,,,,,62.221825406948,-66.527806414693,0,60.312637097744,-63.139345603843,0,,,61.267231252346,-64.833576009268,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,281,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,281,281,281
Line,0x1189,*Model_Space,center,By Layer,1,By Layer,By Layer,#ff0000,203,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.063945294844,,,,,,,,,,3.665191429188,,,,,,,,,,,,,,79.192388155425,-60.404082057735,0,67.87867965644,-66.936054705156,0,,,73.535533905933,-63.670068381446,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,282,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,282,282,282
Line,0x118a,*Model_Space,0,By Layer,1,By Layer,By Layer,#000000,204,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.595917942265,,,,,,,,,,3.665191429188,,,,,,,,,,,,,,87.677669529664,-58.362840605415,0,70.707106781187,-68.160799576548,0,,,79.192388155425,-63.261820090982,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,283,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,283,283,283
Line,0x118b,*Model_Space,center,By Layer,1,By Layer,By Layer,#ff0000,205,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.889301565406,,,,,,,,,,5.225490863911,,,,,,,,,,,,,,77.778174593052,-93.472193585308,0,79.687362902256,-96.860654396158,0,,,78.732768747654,-95.166423990733,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,284,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,284,284,284
Line,0x118c,*Model_Space,0,By Layer,1,By Layer,By Layer,#000000,206,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.414213562373,,,,,,,,,,1.047197551197,,,,,,,,,,,,,,70,-63.670068381446,0,70.707106781187,-62.445323510054,0,,,70.353553390593,-63.05769594575,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,285,285,285
Line,0x118d,*Model_Space,center,By Layer,1,By Layer,By Layer,#ff0000,207,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.246478726066,,,,,,,,,,3.69667285772,,,,,,,,,,,,,,62.221825406948,-84.490731195103,0,60.312637097744,-85.674651237448,0,,,61.267231252346,-85.082691216275,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,286,286,286
Line,0x118e,*Model_Space,0,By Layer,1,By Layer,By Layer,#000000,208,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.816496580928,,,,,,,,,,5.759586531581,,,,,,,,,,,,,,70,-67.752551286084,0,70.707106781187,-68.160799576548,0,,,70.353553390593,-67.956675431316,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,287,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,287,287,287
Line,0x118f,*Model_Space,thin,By Layer,1,By Layer,By Layer,#000000,209,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.164965809277,,,,,,,,,,0.523598775598,,,,,,,,,,,,,,70,-64.894813252837,0,77.071067811866,-60.812330348199,0,,,73.535533905933,-62.853571800518,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,288,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,288,288,288
Line,0x1190,*Model_Space,thin,By Layer,1,By Layer,By Layer,#000000,210,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.730899681669,,,,,,,,,,2.350250762463,,,,,,,,,,,,,,77.584810960239,-61.332217184119,0,77.071067811866,-60.812330348199,0,,,77.327939386052,-61.072273766159,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,289,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,289,289,289
Line,0x1191,*Model_Space,thin,By Layer,1,By Layer,By Layer,#000000,211,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.164965809277,,,,,,,,,,0.523598775598,,,,,,,,,,,,,,70,-66.527806414693,0,77.071067811866,-62.445323510054,0,,,73.535533905933,-64.486564962373,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,290,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,290,290,290
Line,0x1192,*Model_Space,thin,By Layer,1,By Layer,By Layer,#000000,212,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.225943602021,,,,,,,,,,4.27997989601,,,,,,,,,,,,,,77.584810960239,-61.332217184119,0,77.071067811866,-62.445323510054,0,,,77.327939386052,-61.888770347086,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,291,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,291,291,291
Diametric Dimension,0x1193,*Model_Space,dimensions,By Layer,1,By Layer,By Layer,#486cc0,213,,1,1,2.5,0.625,2.5,,1.25,0.625,1,false,0,2,4,.,8,,,,false,By Block,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.42161157506,1.826983491928,0,,292,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false,false,false,1,28,,true,,,,,,,,,,13.641476739725,3.148033093783,0,-13.641476739725,-3.148033093783,0,,292,292,292
Ellipse,0x1194,*Model_Space,0,By Layer,1,By Layer,By Layer,#000000,214,,,,,,,,,,,,,,,,,,,,,,,,,70.707106781187,-79.591751709536,0,,,,,false,,22.388199898412,,,,,,,,,,,,,,,,10.5,-18.186533479473,0,0.57735026919,2.356194490192,3.943728366603,2.617993877992,3.67980923811,70.707106781187,-62.445323510054,0,55.859944302429,-71.306714248833,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,293,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,293,293,293
Ellipse,0x1195,*Model_Space,0,By Layer,1,By Layer,By Layer,#000000,215,,,,,,,,,,,,,,,,,,,,,,,,,70,-80,0,,,,,false,,53.62130269688,,,,,,,,,,,,,,,,7.5,-12.990381056767,0,0.57735026919,2.356194490192,7.068583470577,2.617993877992,0.523598775598,70,-67.752551286084,0,80.606601717798,-86.123724356958,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,294,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,294,294,294
Ellipse,0x1196,*Model_Space,0,By Layer,1,By Layer,By Layer,#000000,216,,,,,,,,,,,,,,,,,,,,,,,,,70,-80,0,,,,,false,,71.495070262507,,,,,,,,,,,,,,,,10,-17.320508075689,0,0.57735026919,2.356194490192,7.068583470577,2.617993877992,0.523598775598,70,-63.670068381446,0,84.142135623731,-88.164965809277,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,295,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,295,295,295
Ellipse,0x1197,*Model_Space,0,By Layer,1,By Layer,By Layer,#000000,217,,,,,,,,,,,,,,,,,,,,,,,,,70.707106781187,-79.591751709536,0,,,,,false,,50.046549183755,,,,,,,,,,,,,,,,7,-12.124355652982,0,0.57735026919,2.356194490192,7.068583470577,2.617993877992,0.523598775598,70.707106781187,-68.160799576548,0,80.606601717798,-85.30722777603,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,296,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,296,296,296
Ellipse,0x1198,*Model_Space,center,By Layer,1,By Layer,By Layer,#ff0000,218,,,,,,,,,,,,,,,,,,,,,,,,,70,-80,0,,,,,false,,62.558186479693,,,,,,,,,,,,,,,,8.75,-15.155444566228,0,0.57735026919,2.356194490192,7.068583470577,2.617993877992,0.523598775598,70,-65.711309833765,0,82.374368670765,-87.144345083118,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,297,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,297,297,297
Ellipse,0x1199,*Model_Space,0,By Layer,1,By Layer,By Layer,#000000,219,,,,,,,,,,,,,,,,,,,,,,,,,61.250000000002,-64.844555433772,0,,,,,false,,5.04474379897,,,,,,,,,,,,,,,,0.5,-0.866025403785,0,0.57735026919,0,6.28318530718,0,0,61.750000000002,-65.710580837556,0,61.750000000002,-65.710580837556,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,298,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,298,298,298
Ellipse,0x119a,*Model_Space,0,By Layer,1,By Layer,By Layer,#000000,220,,,,,,,,,,,,,,,,,,,,,,,,,57.608055607513,-72.926505170694,0,,,,,false,,5.04474379897,,,,,,,,,,,,,,,,0.5,-0.866025403785,0,0.57735026919,0,6.28318530718,0,0,58.108055607513,-73.792530574478,0,58.108055607513,-73.792530574478,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,299,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,299,299,299
Ellipse,0x119b,*Model_Space,0,By Layer,1,By Layer,By Layer,#000000,221,,,,,,,,,,,,,,,,,,,,,,,,,61.25,-85.092578990732,0,,,,,false,,5.04474379897,,,,,,,,,,,,,,,,0.5,-0.866025403785,0,0.57735026919,0,6.28318530718,0,0,61.75,-85.958604394516,0,61.75,-85.958604394516,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,300,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,300,300,300
Ellipse,0x119c,*Model_Space,0,By Layer,1,By Layer,By Layer,#000000,222,,,,,,,,,,,,,,,,,,,,,,,,,69.982312931401,-94.298860600079,0,,,,,false,,5.04474379897,,,,,,,,,,,,,,,,0.5,-0.866025403785,0,0.57735026919,0,6.28318530718,0,0,70.482312931401,-95.164886003864,0,70.482312931401,-95.164886003864,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,301,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,301,301,301
Ellipse,0x119d,*Model_Space,0,By Layer,1,By Layer,By Layer,#000000,223,,,,,,,,,,,,,,,,,,,,,,,,,78.714625862802,-95.175785433915,0,,,,,false,,5.04474379897,,,,,,,,,,,,,,,,0.5,-0.866025403785,0,0.57735026919,0,6.28318530718,0,0,79.214625862802,-96.0418108377,0,79.214625862802,-96.0418108377,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,302,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,302,302,302
Ellipse,0x119e,*Model_Space,0,By Layer,1,By Layer,By Layer,#000000,224,,,,,,,,,,,,,,,,,,,,,,,,,82.409400312193,-87.124078355536,0,,,,,false,,2.441363619179,,,,,,,,,,,,,,,,0.5,-0.866025403785,0,0.57735026919,3.976603849717,7.018970437848,3.709259087305,0.481663669094,81.703163607573,-86.756824659203,0,83.115637016813,-87.57231656225,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,303,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,303,303,303
Ellipse,0x119f,*Model_Space,0,By Layer,1,By Layer,By Layer,#000000,225,,,,,,,,,,,,,,,,,,,,,,,,,69.982312931401,-65.700842733401,0,,,,,false,,2.563223157948,,,,,,,,,,,,,,,,0.5,-0.866025403785,0,0.57735026919,2.331178588843,5.522803045132,2.596053947775,5.780984450689,70,-64.894813252837,0,70,-66.527295481599,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,304,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,304,304,304
Ellipse,0x11a0,*Model_Space,0,By Layer,1,By Layer,By Layer,#000000,226,,,,,,,,,,,,,,,,,,,,,,,,,62.221825406948,-58.362840605415,0,,,,,false,,2.522373296352,,,,,,,,,,,,,,,,0.5,-0.866025403785,0,0.57735026919,0.785398163398,3.926990816987,0.523598775598,3.665191429188,62.928932188135,-58.771088895879,0,61.514718625762,-57.954592314952,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,305,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,305,305,305
Ellipse,0x11a1,*Model_Space,0,By Layer,1,By Layer,By Layer,#000000,227,,,,,,,,,,,,,,,,,,,,,,,,,104.648232278141,-86.123724356958,0,,,,,false,,2.522373296352,,,,,,,,,,,,,,,,0.5,-0.866025403785,0,0.57735026919,3.926990816987,7.068583470577,3.665191429188,0.523598775598,103.941125496954,-85.715476066494,0,105.355339059328,-86.531972647422,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,306,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,306,306,306
Ellipse,0x11a2,*Model_Space,0,By Layer,1,By Layer,By Layer,#000000,228,,,,,,,,,,,,,,,,,,,,,,,,,87.677669529664,-69.793792738404,0,,,,,false,,8.304285759991,,,,,,,,,,,,,,,,10.5,-18.186533479473,0,0.57735026919,2.356194490192,2.918730662835,2.617993877992,3.01148889836,87.677669529664,-52.647364538921,0,79.758074483529,-50.717159499067,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,307,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,307,307,307
Ellipse,0x11a3,*Model_Space,0,By Layer,1,By Layer,By Layer,#000000,229,,,,,,,,,,,,,,,,,,,,,,,,,104.648232278141,-84.490731195103,0,,,,,false,,3.284696912727,,,,,,,,,,,,,,,,2.5,-4.330127018922,0,0.57735026919,6.060323388326,7.068583470577,6.15308159486,0.523598775598,106.533850361305,-89.032786695877,0,108.183766184074,-86.531972647422,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,308,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,308,308,308
